10000 19994
306 8483 9441
307 1280 7955
307 1388 -5242
307 1531 -12398
307 2323 17893
307 7068 -8905
307 9576 -12318
308 1419 -11430
308 2163 2194
308 3167 -18110
308 4251 -4842
308 4525 -19310
308 6513 -1992
309 6097 -13951
309 6285 2912
309 9399 -5828
310 2195 4542
310 2525 3326
310 5211 -71
310 9217 -10071
311 667 18980
311 2027 -6891
311 2124 -10692
311 3040 16755
311 3488 -13637
311 5988 -3906
311 7268 -6381
311 9877 -14525
312 1936 -12956
312 3790 19999
312 4056 -14379
312 9985 6201
313 718 -4757
313 3707 -5609
313 5887 4298
313 5941 -432
313 6322 2404
313 6985 -12476
313 7461 14783
314 437 16274
314 2083 -18517
314 6802 -3436
314 8600 -17878
315 1708 13769
315 1728 15403
315 5969 -5716
315 9309 942
316 5669 14506
316 5976 1643
317 3951 13650
317 4037 15103
317 6938 -7212
317 9534 18515
318 3689 12135
318 5948 -12053
318 6055 -19374
319 3320 12612
319 7776 -12691
319 8339 14454
319 8745 12278
320 4552 -15057
320 5182 -9533
320 8214 3001
320 8545 -9269
321 4791 17052
321 5709 -8434
322 394 11141
322 2750 -472
322 4414 -73
322 5556 -391
322 6293 6691
322 7124 1196
322 8331 -9957
322 8661 964
323 1122 15014
323 1532 17163
323 1788 22
323 2792 12417
323 7895 -17594
324 2186 11168
324 3633 1967
324 6377 16208
324 6439 -12864
324 8091 3169
324 8637 9239
325 547 9417
325 1717 -2152
325 1863 13293
325 3815 3844
325 9543 16804
325 9999 12117
326 1251 11155
326 5782 -10843
326 7518 8696
327 6196 14591
327 6383 5497
327 6719 -8981
327 9971 12872
328 3055 4328
328 5582 3947
329 3809 18219
329 8705 -16705
329 8733 -15741
330 1785 -17097
330 3128 14387
330 5450 7361
330 5501 9710
330 6362 5546
330 6794 -2305
330 9331 57
331 6043 19947
331 7301 15985
331 9554 13424
332 2436 -16363
332 4634 -11712
332 5344 10591
332 7000 6809
332 9024 -19238
333 2330 14113
333 3771 16864
333 4677 -18001
333 6247 -4089
333 6784 -8779
333 9233 15950
334 3868 15411
334 4491 7740
334 5054 -14743
334 5200 -11100
334 8034 36
335 2189 -262
335 5505 380
335 6048 -4190
335 7149 13363
336 3465 -13462
336 4416 5847
336 7313 6315
336 7659 7883
337 813 11568
337 873 -13858
337 2045 -7949
337 2349 14000
337 7431 -7717
338 2171 10846
338 2462 -3004
339 944 10862
339 1341 -4818
340 1382 -11128
340 1947 16430
340 2700 -675
340 6171 16784
341 1078 -19146
341 2456 1510
341 5564 14404
342 1268 14873
342 2150 6072
342 4421 -1678
342 5194 -1561
342 5544 -11556
342 7405 271
342 8357 2268
343 5490 4175
343 5746 3228
344 2331 6153
344 3051 -4264
344 6071 -18098
345 686 2440
345 1426 15949
345 5573 8416
345 5967 4568
346 597 -4511
346 3265 4366
346 6042 -272
346 8380 5566
346 8548 18942
346 9123 -9377
346 9997 -19783
347 507 -14136
347 1641 -7719
347 1670 2485
347 8609 -18884
348 3482 -8942
348 4870 -8320
348 5787 -12011
348 6419 4118
348 8570 -12964
349 2855 4189
349 5339 -3608
349 6536 6111
349 6617 10563
349 8504 19584
350 2349 -9811
350 2725 15458
350 4295 17479
350 6001 -8469
350 9708 -2515
351 6271 -12685
351 7098 -15852
351 9520 -16589
352 1765 -13157
352 2758 -10704
352 3986 -11353
352 6799 18779
352 7024 5512
352 7684 -8027
353 2862 8920
353 4703 -16910
353 5943 9469
353 6482 4819
353 8449 -7936
353 9605 17680
354 2697 6980
354 8026 16299
354 8842 13417
355 2873 -8369
355 3322 8055
355 9271 -11260
355 9866 14116
356 3191 -16968
356 4962 -8406
356 5580 -14305
356 9453 9321
357 1672 7482
357 1924 9141
357 5787 8482
357 6686 -19840
357 6691 -12876
358 1995 4324
358 2972 17557
358 5922 -15836
358 6221 10685
358 8195 19986
359 684 -6209
359 1291 16339
359 8398 -14242
359 9392 -14854
360 3178 -18983
360 3340 14471
360 5567 -9035
360 9042 -4810
361 419 -7680
361 1690 -6550
361 2892 -7298
362 1335 9086
362 3731 17597
362 4152 -16114
362 7071 -17218
362 7285 -4838
363 1195 -17543
363 2512 13237
363 4236 7704
363 8747 910
363 9711 3515
364 1319 18898
364 1583 -16285
364 2499 503
364 6683 6121
365 3883 14229
365 4687 3528
365 7597 1159
365 8109 11875
365 9072 10482
366 764 -1603
366 7437 -10640
366 8775 -18970
367 2238 192
367 3083 -8129
367 4923 -1292
367 5917 4328
367 8824 -15882
368 2427 -13014
368 5830 -13706
368 6340 -4700
368 7014 -6552
368 9155 8553
369 915 273
369 5621 17054
369 7182 13432
369 7718 7500
369 8309 -13311
370 2915 -178
370 4398 -16080
370 5631 3410
370 8064 -18637
370 8917 -15997
371 6151 -6767
371 6661 13839
371 8725 15281
372 1232 1912
372 4339 -16028
372 5064 -15146
372 9043 18403
373 752 -2450
373 6467 -9294
373 7231 -9282
373 7319 18485
373 8102 5295
373 9033 -3719
374 8660 -18637
374 9800 12950
375 544 -3527
375 1942 5792
375 6445 -8751
376 1035 11158
376 1050 -1446
376 1165 5891
376 4463 11215
376 6080 -799
376 6562 -10336
376 9592 -4513
377 575 -11710
377 1003 -16777
377 3133 2533
377 3870 -273
377 4576 -2881
377 5219 3032
377 5852 3569
377 8296 6691
377 8718 3732
378 824 765
378 2626 18435
378 4889 -3399
378 6426 15425
378 6711 15922
378 7985 6888
378 8874 10703
378 9825 -13922
379 1864 11984
379 4548 6264
379 6132 -17527
380 880 6374
380 1457 9574
380 4172 -17279
380 4559 -1567
381 415 14642
381 1843 -15068
381 7209 -18833
381 9171 -14038
382 1479 5869
382 6321 -9725
382 6435 -10274
382 7216 -18490
382 7636 -173
382 9150 -7348
382 9631 -10554
383 3247 16867
383 6001 -15334
383 7205 -10128
384 857 -19451
384 1405 -4322
385 5103 -9605
385 6130 14802
385 7184 3120
385 9165 3075
386 972 -1886
386 2794 3992
386 5277 -17248
387 3667 -16232
387 8406 -15380
387 9914 3435
388 968 15229
388 1987 -19095
388 6482 84
388 8109 -18977
389 1445 -9051
389 3269 -4772
389 4458 7031
389 4545 5961
389 8590 9855
389 8683 -10576
390 610 7196
390 8493 19789
391 689 2356
391 1339 -15040
391 3881 7928
391 5212 19459
391 8703 5912
392 1114 -5449
392 2073 -17559
392 3838 13533
392 8704 -5953
393 1041 3133
393 1353 18699
393 1515 -8466
393 1768 5441
393 2626 -19114
393 5349 6886
394 1242 15683
394 4966 16612
394 9490 3145
395 2363 -19834
395 2536 -7526
395 4168 -13164
395 4912 11930
395 9842 13215
396 1148 16181
396 5717 5372
396 5884 -554
396 7813 14162
397 939 15827
397 1377 -9700
397 1886 16084
397 3657 15426
397 5302 11222
397 6261 -5302
397 9576 7896
398 1191 3837
398 5652 16259
398 8210 5384
399 5746 -489
399 8479 9122
399 9133 17745
400 2079 15612
400 2134 15896
400 9717 8219
401 1502 -4030
401 1627 -13321
401 1785 19906
401 4522 15536
401 5061 -3882
401 6196 1664
402 2338 -4659
402 3154 8366
402 8795 -10137
403 493 10581
403 8728 -19809
404 1925 16623
404 2060 -17199
404 3843 1895
404 9557 -19848
405 7853 10200
405 8870 -8935
406 5978 -7084
406 6014 -2393
406 7399 19470
407 842 13445
407 7053 -11411
407 8669 -8471
407 9898 2324
408 4603 4720
408 5177 -9551
408 6145 -16449
408 7844 -2483
408 8506 -18572
409 514 -2176
409 3799 13727
409 8343 -7724
410 987 -16853
410 4351 -3098
410 6595 3294
411 599 4853
411 1481 4881
411 4235 -170
411 4760 782
412 3113 9246
412 3773 -8881
412 4284 19403
412 7740 17970
412 7950 4834
412 9826 16404
413 418 969
413 694 11607
413 884 10627
413 1874 -5840
413 5271 13068
413 9653 19656
414 2928 -6809
414 4439 -439
414 5415 5815
414 6898 14451
415 566 11069
415 2310 16759
415 7590 19866
415 8930 17483
415 9346 5139
416 1757 -1297
416 3927 -11808
416 4104 2252
417 1124 -14387
417 3030 18110
417 3157 -5384
417 5911 -1235
417 7428 -10794
418 894 12106
418 2105 2973
419 506 -17916
419 6684 10368
420 853 2203
420 2352 -19600
420 5944 -517
420 9619 -1671
421 2267 11034
421 3083 18608
421 5147 -11946
422 1525 -4487
422 3073 10865
422 3647 18519
423 2649 16178
423 3328 -12658
423 6929 -13316
423 7343 1418
