10000 19999
32 4222 9169
32 7644 8062
33 1896 7312
33 2843 6300
33 6799 5742
33 6906 16566
34 1363 -18224
34 7380 2270
34 7480 -14977
34 8811 12977
35 4451 -10507
35 6637 9681
35 7881 17550
36 172 719
36 997 1892
36 7163 5048
37 1040 8159
37 2612 -16451
37 5573 -242
37 8673 -16813
38 1921 12891
38 4029 -14680
38 8635 6726
39 71 -2248
39 2068 14547
39 4423 413
39 9989 -8873
40 2005 12042
40 3237 1192
40 6484 795
41 3453 6134
41 6295 8373
41 8416 17327
41 8711 12199
42 315 -19024
42 5582 11018
42 6198 -10074
42 7468 13532
43 4652 9736
43 7927 -7266
43 9128 -2652
44 6124 17871
44 6551 13055
44 6844 -19796
44 8831 -4393
45 131 -4522
45 1289 10016
45 5426 2148
45 7064 16305
45 7751 19869
46 3244 13259
46 7208 1881
47 257 -4784
47 3176 -2143
47 5491 10108
48 2781 -15261
48 6063 -11880
48 7922 4465
49 1179 -11563
49 4582 14120
49 6034 2836
49 8369 2885
50 850 3503
50 2891 -3941
50 7855 -2992
50 7916 4590
51 3519 -13076
51 6921 -16798
51 7629 8360
51 8860 8718
51 9011 6121
52 7720 -11150
52 9182 -553
53 61 -19306
53 223 -2536
53 505 -1536
53 1832 10418
53 2321 -4617
53 2352 9884
53 5672 -67
53 5954 19617
53 6460 -7335
54 7754 -16574
54 8783 -3382
54 9138 -17739
54 9802 -10276
55 87 12115
55 184 -12701
55 8956 9311
56 1333 6334
56 3145 -7158
56 3867 -7160
56 4774 894
56 6058 4678
56 7934 -8119
56 9762 -3277
56 9857 12633
57 968 -8593
57 4218 4392
57 4752 17318
57 6006 -16704
57 7521 5331
58 765 -8808
58 2665 12227
58 3759 12972
59 1144 -3008
59 4176 -19055
59 9821 579
60 1711 15247
60 3402 -16156
60 4447 -16291
60 5019 -727
61 455 -10154
61 3135 9484
61 4233 -10004
61 7976 -9677
61 9872 14084
62 3003 7165
62 3274 -11118
62 3715 14589
62 4443 8954
62 5362 -3075
63 2421 -13516
63 6716 9394
63 6731 -8175
63 8819 17476
63 8873 -7098
64 3142 -14763
64 3611 4563
64 6600 -7892
65 1688 16323
65 5045 -529
65 6483 9428
65 6980 13524
65 7852 -17007
65 9133 -18180
66 861 4433
66 3415 2532
66 4063 -18493
66 9814 -13852
67 1107 4510
67 3902 15510
67 5982 -15942
67 6233 18254
67 7124 -18793
67 7300 10913
67 8857 11204
68 1018 -11913
68 4398 -11035
68 6319 14109
68 7395 15673
69 6208 -3029
69 6332 6208
69 6908 -10305
70 1913 -4112
70 3158 -15563
70 8038 14917
71 2787 -13034
71 3364 -11149
71 5997 1535
71 6030 -12133
71 7632 -6430
72 1922 12724
72 3241 -17989
72 5225 12770
72 7381 -301
72 7567 -15536
73 1306 12158
73 6802 3835
73 7781 -13298
74 787 -11268
74 907 -17586
75 985 -11838
75 3743 3855
75 8596 17567
76 1104 5141
76 3053 5041
76 7981 -6403
76 9521 -15181
77 1564 7679
77 1976 8242
77 3840 884
77 4716 18108
77 5383 -6946
77 6440 -14385
77 6827 3918
78 3089 -3892
78 3296 -4948
78 4594 -122
79 878 5206
79 1299 -19158
79 1772 12521
79 3161 -17607
79 6023 9326
79 9741 7257
80 3249 -14486
80 4371 2183
80 4726 14101
80 6815 -1973
80 8351 6139
80 9121 14924
80 9590 19376
81 4942 -18757
81 9228 10811
81 9992 8752
82 2420 -17765
82 2962 -1717
82 3086 2806
82 3600 -17421
82 3837 -3214
82 4453 -19115
82 5058 -5202
82 6659 -14323
82 7871 1942
83 303 12332
83 2644 -13318
83 6271 19238
84 1443 5925
84 4387 10903
84 7786 10415
85 4564 -239
85 4581 -3687
86 3132 -16812
86 3305 -17459
86 5515 -5679
86 6282 12738
86 6702 8367
86 6900 -11948
86 9472 -9032
87 3710 -18412
87 4603 -9107
87 9128 15395
88 533 18018
88 5240 11765
88 6672 16845
88 9671 -7700
89 611 5008
89 3870 -10302
89 4064 -1754
89 4504 -9887
90 440 8087
90 5863 -14147
90 7749 9430
90 8866 -12149
91 3826 372
91 4277 7770
91 6254 -8988
91 7735 10252
92 899 -4701
92 1506 1631
92 3568 -11097
92 5892 2365
92 7683 -18688
93 197 244
93 427 -19424
93 4966 -9458
93 5666 8219
93 6483 6938
93 8134 -17629
94 1297 6171
94 2800 -13748
94 8355 553
95 1212 -6020
95 3978 11024
95 5841 -19130
95 8431 706
96 985 -12954
96 6725 -10282
97 8373 -5296
97 9052 -16730
97 9986 -16582
98 865 -13280
98 1183 10691
98 7718 2999
99 1354 -4326
99 4043 3640
99 8439 -3863
99 9711 7638
100 698 1683
100 2823 8483
100 3759 2643
100 4311 -12561
100 8325 2701
101 1475 8161
101 1601 10539
101 6071 -5350
102 1039 19231
102 3311 428
102 7993 3963
102 8115 1706
102 8480 -6200
102 9859 8984
103 941 19818
103 2372 -12017
103 3476 -8323
103 4252 16037
104 326 -8869
104 694 4944
104 3189 -1247
104 3601 1120
105 581 -8566
105 4654 -6368
105 4741 3295
105 6898 14062
106 1728 -18391
106 9459 -19833
107 598 -6051
107 3473 -8616
107 4737 -5074
108 1192 -2175
108 4056 9890
108 4156 3275
108 4750 -7714
108 4855 1801
108 5664 19420
109 2723 1574
109 4015 10939
109 8557 -3160
109 9081 -13207
110 1626 -2117
110 3315 -10632
110 9955 -14773
111 8825 -16177
111 9835 -11216
111 9881 6200
112 893 -8373
112 1578 -543
113 1403 1682
113 2857 4005
113 3285 17041
113 5430 -14975
113 7551 -12698
114 474 -18364
114 1721 -6072
114 1978 -4031
114 4169 16118
114 5042 9198
114 9844 19305
115 3229 -18865
115 4660 -7570
115 6112 -14233
115 7565 4640
115 7717 4413
115 8722 19120
116 967 15785
116 1947 -766
116 4070 -444
116 7130 -18775
116 7548 13943
117 6232 2903
117 9872 -9212
118 5181 5235
118 5514 -6694
118 6255 16130
118 7223 -8479
119 1913 -13494
119 3824 5134
119 5221 12126
119 5558 3480
119 8754 9715
120 1634 -10595
120 4244 -6566
120 8995 -4470
120 9483 -7709
121 1162 7680
121 3109 4369
121 3820 4538
121 8490 17128
122 544 14808
122 3735 15923
122 5158 3308
123 1473 -19889
123 2541 -14562
123 2584 -1930
123 6659 -13244
123 8536 -83
123 8715 -14290
124 2137 -3412
124 3224 16011
124 3255 -3707
124 4768 8540
125 2193 -13175
125 2427 1190
125 3976 -10716
125 4345 10890
125 5889 10356
125 8836 -2410
126 2582 10826
126 3703 -7386
126 5226 18515
126 5869 629
127 1274 968
127 4487 8140
127 6144 13084
127 9855 -11639
128 1685 -10614
128 6713 18316
128 8139 5148
128 8565 -7279
129 2966 13993
129 5542 6210
129 6915 -8294
129 7598 11971
129 8050 -10082
129 9476 -10884
130 533 -17365
130 4066 -9075
130 6971 15761
130 8116 -3882
131 1224 3883
131 3206 -17735
131 4232 -362
131 4332 16251
132 391 -16421
132 2747 -3068
132 6672 12612
133 2711 -10989
133 4838 4038
133 5171 14051
133 8991 15243
134 3993 1433
134 7972 -3103
134 8461 -5755
135 358 -7462
135 3617 -19771
135 8860 -3215
136 2241 -6280
136 2785 772
136 5680 16066
137 5083 349
137 6362 665
137 7613 9303
138 791 -19769
138 8909 -16485
138 9262 17100
139 148 -8616
139 198 -9463
139 3642 6645
139 3957 9695
140 1416 -11657
140 3196 2277
140 6735 13972
140 7460 16139
141 1413 -6528
141 2659 1146
141 3126 -2771
141 8463 -5090
142 1248 -13242
142 3833 -6514
142 3897 -13859
142 5241 15288
142 5245 10757
143 1160 5315
143 4078 9170
144 1251 -13078
144 2906 -472
144 3780 -8733
144 4305 2683
144 4674 -6062
144 7475 -19125
145 2127 1171
145 6849 11563
145 7643 -4409
146 3365 -5381
146 4551 -5978
146 7712 -16276
146 8213 -13830
147 682 -10096
147 2375 -14092
147 4841 -12522
147 5431 12836
147 8334 3083
148 1133 11831
148 1632 -6359
148 2380 18673
148 3049 3507
148 8439 4246
149 2701 9642
149 3637 -1936
149 5875 6351
149 7524 4342
149 8347 -15932
150 226 12261
150 2279 -10300
150 3215 -2107
150 3880 1473
150 4575 -8657
150 9120 12892
151 6293 -12967
151 6768 9009
151 8364 -11533
151 8760 -478
151 9005 6894
152 369 -9134
152 7353 16267
152 9478 -18171
153 1426 7566
153 2045 8892
153 2842 -15819
154 5947 12210
154 8238 -2449
154 8431 -5345
154 8970 1581
154 9202 -15896
155 2781 -17363
155 5086 -1970
155 6058 7120
155 7637 -10722
156 962 4304
156 4031 -6638
156 8577 18649
156 9480 8173
157 3733 -6608
157 3846 2467
157 4241 19192
157 7843 700
158 3976 5380
158 6213 -15534
158 8777 -8174
158 9221 -18246
159 1792 -394
159 3122 15630
159 3562 13226
159 5816 -5826
160 2210 17957
160 2946 19262
160 3101 -12824
160 8504 -1912
161 1923 -785
161 5354 -11776
161 8026 14276
162 2420 -10916
162 4071 -14689
162 6737 -2397
162 8545 -2089
162 8585 -16121
162 9541 -5091
162 9731 -2051
163 2817 -6813
163 2948 -11767
163 3926 -108
163 4436 13782
163 8025 15793
163 9867 -9331
164 1006 -9105
164 3063 -4974
164 5319 -1994
165 232 15729
165 3380 16846
165 6479 -19331
165 7758 15171
165 8630 4628
165 9419 16861
166 545 17656
166 6531 -6559
166 6867 -10266
166 7156 -19529
167 586 -7610
167 679 14893
167 4124 -9232
167 7107 -8214
168 1679 -3560
168 4067 10023
168 7986 -12293
168 8925 16934
169 1544 -7051
169 2425 613
169 2931 5640
169 3184 -12343
169 7092 -16125
169 7430 14665
169 8261 -10378
170 4601 7171
170 5142 270
171 5474 7253
171 7625 2185
172 1584 9452
173 1775 4204
173 6180 -19248
174 2162 -13629
174 2741 -9467
174 2771 -16628
174 4353 -12115
175 260 -10338
175 5893 1468
175 8689 4758
175 9126 18130
176 8256 261
176 8713 3929
176 8946 8620
177 2770 -6859
177 5573 -3776
177 8627 -2282
177 9730 14107
178 3832 -11301
178 9224 -1315
179 4521 -5852
179 5540 -18105
179 8950 8476
179 9990 -3175
180 3210 6973
180 7760 19759
181 4328 -1635
181 4340 14713
182 287 -4426
182 3575 -14329
183 3427 16431
183 4039 -12296
183 6067 12291
183 6811 -6379
183 7533 17190
184 1912 6837
184 2147 6643
184 2615 -11338
184 4321 1713
184 7255 -12652
184 9948 7278
185 357 9578
185 3707 -18248
185 5904 6539
185 7207 -19634
185 9429 3865
186 3199 5892
186 4145 11966
186 4526 10487
187 650 722
187 871 -17563
187 2439 2300
188 516 4071
188 8203 -12645
189 267 2225
189 555 3612
189 3496 17787
189 3752 5249
189 7005 -18167
189 9554 6342
190 2236 10267
190 3575 -19440
190 6959 6225
190 7214 10702
191 3073 15216
191 4223 -9198
191 6183 -12992
191 6830 -13887
191 9329 -9494
192 1335 -13763
192 4065 -17598
192 4799 12308
192 5741 -9570
192 8394 -17015
192 8581 8962
192 9153 5609
192 9708 6385
193 2444 -15428
193 6474 -15500
194 930 14993
194 4146 12774
194 7235 13877
195 987 -5842
195 5050 3661
195 5318 17494
195 7764 3394
195 8602 -3052
196 2329 -5555
196 5325 -10945
196 5392 916
196 7003 6110
197 2176 19813
197 7582 12693
197 8704 11432
198 3818 7597
198 7331 -12676
199 1428 11408
199 1854 19128
199 3426 -10126
199 5727 -15350
199 6358 10895
199 8549 -16352
199 9495 -6828
200 567 1457
200 7704 -9050
200 9022 -719
201 4760 -16594
201 5713 -11856
201 8923 -851
202 2615 -4413
202 3430 14112
202 3474 -4595
202 8343 -9081
203 551 -15453
203 8118 12379
203 8667 -13256
203 9002 17156
204 1289 -7798
204 3224 9584
204 5772 13833
204 6188 9472
204 8464 2722
205 400 3123
205 2175 -6708
205 2769 13921
205 2936 -14179
205 9596 13576
205 9713 16173
206 1911 -14269
206 7209 -13418
206 7633 -13876
206 8316 -17503
206 9361 6918
207 1602 -4529
207 4357 -14735
207 4628 -6447
207 4878 -17879
207 7831 -2922
208 1543 9673
208 2043 -12399
208 5648 5649
208 5663 -16752
208 6329 -18398
209 2746 -1027
209 6160 -7777
209 8911 5425
210 4090 991
210 5769 158
210 8713 13040
210 9367 -16923
210 9782 13762
211 746 19312
211 4377 -7680
211 4786 -16017
211 6513 -1393
212 372 16723
212 6879 -14343
212 7688 -6421
212 8848 8209
213 4477 18166
213 6671 -4207
213 8956 11701
214 593 -9027
214 3048 48
214 3411 -6487
214 4352 11321
214 4686 13422
214 8990 -19196
214 9229 -5035
215 383 12363
215 650 7652
215 4024 17302
215 6425 4253
215 6488 -19906
216 1842 11241
216 3795 -11910
216 4861 -6936
216 8893 4336
217 853 -907
217 4497 9443
217 5329 -15038
218 1609 434
218 5180 18308
218 9752 17730
219 1397 -13060
219 3275 13537
219 4715 -2893
219 7065 -18612
220 3116 -13370
220 7118 -9862
220 7313 -3973
220 9424 -5734
220 9909 3602
221 1402 14617
221 7241 -10173
221 7630 3987
221 8105 -15663
221 8753 951
221 9090 5758
222 5240 -7616
222 8301 4026
222 8520 14723
223 1830 3187
224 1192 3937
224 1298 -16621
224 6891 17839
225 1297 -17993
225 4372 -7034
225 4442 13545
225 6561 -13162
225 8476 -12277
226 3670 -18972
226 5805 8378
226 7224 19603
227 3067 -4360
227 4861 -17672
227 7402 -14843
228 779 -13232
228 5395 -3702
228 5486 -6821
228 8966 -14888
229 5148 -6187
229 6254 -1562
229 6729 -845
229 7799 3097
229 8098 -19926
230 2137 -9317
230 4160 6725
230 6660 6447
230 8363 -18502
231 590 3244
231 2417 10920
231 4138 -10414
231 4790 18043
231 5923 9184
231 7406 7893
231 9446 -7316
232 6029 15490
233 559 5311
233 946 -18720
233 1968 10059
233 4100 -5240
233 6858 -14207
234 5087 3493
234 8822 -7533
234 9418 6344
235 868 -3179
235 7280 -13504
235 8717 -18687
235 8888 9686
236 4558 -4734
236 6587 6763
237 1387 16496
237 2658 -18692
237 3633 -9483
237 6034 -5555
238 2694 15079
238 9399 -6169
239 1502 -8318
239 7780 6141
239 9124 -3284
239 9613 -18256
240 721 12971
240 1200 7376
240 4515 18893
240 5675 -5137
240 6548 -16896
240 9170 -16848
241 597 -12429
241 9091 -10426
241 9950 -18299
242 1093 84
242 3402 -4646
242 3476 -13500
242 6190 17470
242 8289 -13631
243 1290 8812
243 3931 -16863
243 4710 18329
243 4949 -7506
243 6880 11347
244 1681 13489
244 2660 -9171
244 6289 -10486
244 6840 3959
244 9474 8433
244 9727 14643
245 648 12920
245 2653 -3714
245 8746 1708
246 3266 -15540
246 5973 2864
246 6050 5581
246 6883 11670
247 974 2603
247 2024 -18208
247 5728 -17169
247 8439 -13934
248 2200 -6846
248 3195 -1499
248 4244 11863
248 4634 -13932
248 6909 9627
248 9016 -19666
248 9693 12186
248 9903 -14538
248 9952 -17816
249 702 7704
249 2104 -8508
249 4835 16446
250 1223 8386
250 2549 4171
250 2862 -1500
250 3542 7430
250 5942 -17497
250 7537 -13943
250 8079 8655
251 325 1275
251 6757 -2132
251 8126 -19554
251 8511 -19437
251 9527 1378
251 9897 -9494
251 9937 -3180
252 5456 7060
252 9284 15512
253 3632 16372
253 4518 -12760
253 7307 -18656
254 1079 -5892
254 3501 1015
254 3673 -15466
254 7285 19357
255 3445 -15928
255 3756 14636
255 4240 -2421
255 4588 -3688
255 4675 -11494
255 5287 -14223
256 3260 -6174
256 6182 -17131
256 6420 -14844
256 8958 3600
257 2491 4187
257 6497 -9749
257 8068 -18444
257 9707 -893
258 3601 -12445
258 3809 -2820
258 5419 -7088
258 8687 -7922
259 2728 -11813
259 9250 8964
260 2701 14173
260 3044 7485
261 598 -15930
261 3319 16546
261 4357 9182
261 5303 3835
261 5770 3173
262 734 17600
262 3441 -15839
262 5462 19306
262 9375 214
262 9929 9765
263 641 -14722
263 5304 -531
263 6571 1520
264 1204 -15372
264 1428 -19566
264 2627 18851
264 5030 2161
264 5176 4635
264 8572 -15674
264 9095 -19497
265 2469 -12131
265 3091 12490
265 7208 17939
265 7500 -17817
265 9285 -19572
265 9591 13627
266 3003 4209
266 6835 -6707
267 486 14321
267 2023 -17737
267 3688 15706
268 1683 16976
268 3490 16282
269 1462 9800
269 1930 -11940
269 3218 10159
269 3760 8929
269 7510 -19777
269 9983 10800
270 1769 -11331
270 2079 13829
270 8875 -18855
271 711 16982
271 7014 -125
271 7617 -3691
272 361 -3952
272 521 -9575
272 5887 6127
272 9979 19518
273 1142 8709
273 3182 -10812
273 3741 -6031
273 5043 -9934
273 5309 7832
273 7358 14844
273 8732 19600
274 3166 14204
274 5375 -4211
274 9271 1315
274 9999 -2731
275 814 -11518
275 2113 7007
275 3103 18243
275 6991 3523
275 8661 4792
275 9236 -6690
276 1769 -19944
276 2278 14627
276 5154 -6150
276 6110 12959
276 7005 -4882
276 7208 -5109
277 2371 -11446
277 6630 15244
277 8755 -7186
278 546 -2988
278 3002 -18779
278 3083 -11497
278 5090 10477
278 5096 -2871
278 7300 -8777
278 9630 8361
279 584 -13311
279 2601 14862
279 4691 17444
279 9163 -6725
280 963 15196
280 8450 3140
280 9667 7540
281 4827 -12935
281 5803 -13911
281 6637 -11261
281 6746 2868
281 9443 -275
282 7093 9275
282 9920 17062
283 1284 8642
283 2555 -6773
283 2853 -11737
283 3488 19567
283 4589 14349
283 7116 -18226
283 8012 -13347
284 352 14873
284 3610 6809
284 4016 6812
284 5973 -1106
285 8141 -14530
285 9564 -12698
286 2906 -8496
286 7634 19857
286 8441 11748
287 1005 -5244
287 7476 -7068
287 8101 13182
287 9801 -5840
288 1409 -13780
288 1610 -19870
288 2434 -10127
288 3567 11935
288 8430 3506
289 2265 16099
289 7863 -6282
290 333 5114
290 3701 8508
290 6363 6699
291 8299 18395
291 8794 -1830
291 9480 -4676
291 9741 17887
292 2665 17769
292 5262 -8420
292 7473 -2684
293 3473 18356
293 9599 -12949
294 631 -16556
294 2418 -16601
294 3891 6379
294 7528 -16199
295 1379 -4593
295 2318 -11125
295 4761 -16184
295 5737 -16520
296 402 6316
296 596 -19338
296 4413 5236
296 4983 3338
296 6082 6756
297 5185 15957
297 7528 -9355
297 8264 -19648
298 1452 -15560
298 2653 9094
298 3411 19470
298 3689 11175
299 3064 -5965
299 9914 -6354
300 6511 11316
300 6862 153
300 9195 5873
300 9290 8686
301 664 -3216
301 1566 5350
301 2207 -10975
301 8223 -17930
302 2615 9940
302 4617 8518
302 6193 -6025
303 6076 10389
303 6480 -14215
303 7019 -3588
303 7340 -2176
303 9805 12866
304 1150 2502
304 1216 -10811
304 1296 10208
304 1364 1222
304 2315 -2460
304 2792 -13035
305 1541 -10009
305 2308 -10035
305 3403 -14762
305 7588 13936
305 8407 8110
306 542 13125
306 6000 -13487
306 8155 3139
307 1677 15870
307 1923 2937
307 2369 -10921
307 4178 12926
307 7007 -2803
308 6170 1799
308 7086 13832
309 742 -6432
309 1125 9797
309 5616 -14409
309 8429 15415
310 2000 5825
310 3234 1187
310 4579 8614
310 6939 -4482
310 7984 -2706
310 8682 -19646
311 746 -18724
311 1433 -15232
311 2237 3345
312 3140 -8366
312 5658 -19697
312 6253 -3355
312 9455 -9869
312 9591 17937
313 1638 -1132
313 1779 4723
313 2360 7261
313 4677 5167
314 834 19639
314 2556 -11044
314 8764 -18155
315 761 11703
315 1094 17863
315 1513 19777
315 6245 5335
315 7636 4804
315 9019 18062
316 374 -7556
316 6369 -19963
316 7305 5863
316 7463 6888
316 8574 15230
317 5705 -12194
317 6050 -17473
317 6130 242
318 2156 -13205
318 4801 10750
318 5086 -11562
319 2425 -13502
319 6395 11910
319 6992 -12189
319 9018 -7186
319 9877 -11700
320 6389 1354
320 8147 -11971
320 8304 10505
321 1564 -4969
321 3361 -3876
321 9423 -467
321 9897 -15078
322 6184 9044
322 6697 18606
322 7803 -5472
323 3328 17769
323 3917 -7370
323 6217 7537
323 7414 11494
323 9191 -16690
323 9828 5924
324 1004 18742
324 4416 -12415
324 9213 -7432
324 9283 -8108
325 3448 6391
325 4234 -1711
326 494 4273
326 8812 8516
327 5426 -9279
327 5860 8700
327 8948 -17787
327 9573 10994
328 1209 -6929
328 3156 2103
328 4664 6648
328 8333 -11001
329 855 14041
329 3662 -1971
329 6016 12831
329 6650 -7594
329 6664 -6319
329 6834 -16508
329 6916 8440
330 4204 16021
330 5331 -10769
330 6137 -5678
330 9138 17672
331 383 -19259
331 5120 18702
332 984 -4684
332 3321 481
332 3449 -4151
332 3625 -12666
332 4496 3956
332 9599 -4099
333 817 -14210
333 6528 12127
334 5382 -13851
334 6014 12013
334 6322 -13038
334 6808 -7562
334 9249 1712
335 2118 7904
335 9531 -14571
336 2251 8627
336 4343 6330
336 7268 4340
337 3095 19471
337 4661 -10914
337 6147 14739
337 8219 286
338 1311 -19988
338 4591 2199
338 5090 647
338 5266 7182
339 957 15907
339 1016 19072
339 1359 -7842
339 2668 -6148
339 7539 -10349
339 9912 7224
340 3301 -6668
340 6797 -17878
340 8472 10654
341 725 -2987
341 1434 -4353
341 3463 12603
341 4272 -19951
342 3344 7105
342 3894 15003
342 5208 12794
342 9747 10189
343 349 -14285
343 451 -10270
343 1119 9256
343 4265 15796
343 7955 -13966
344 5812 6066
344 6376 9201
344 6960 440
344 7478 -15272
344 8777 17233
344 9302 -3626
345 2327 11354
345 6392 8169
345 8090 -2953
346 2656 252
346 4925 18655
346 6539 -15404
346 8309 -9719
347 1465 12390
347 6539 3571
347 7017 -18534
348 565 17648
348 3492 9403
348 5534 19828
348 6623 -410
349 679 -6475
349 1379 10902
349 2422 -12481
349 6413 2684
349 9257 -7021
349 9944 -15018
350 602 -1289
350 1060 -13379
350 3198 -8102
350 4372 -18636
350 5719 994
351 849 -19627
351 3808 16816
351 3993 -16873
351 8227 6697
351 9758 16524
352 1077 5730
352 5021 4705
352 8947 -16708
353 3292 -14920
353 6367 9761
353 8085 8180
354 1070 -17352
354 2822 11149
354 3399 -10870
354 4568 -14084
354 5305 -17031
354 5643 4021
355 1821 -17671
355 3534 12411
355 7014 17873
355 8146 3510
356 5417 6407
356 5928 -10938
356 9469 -2786
357 5943 -13569
357 8234 14863
358 2311 -13962
358 6900 -18706
358 7151 -15805
358 7621 11109
359 1206 9060
359 5200 -15812
359 6821 13739
360 2399 17117
360 2851 -11413
360 2956 17098
360 3791 9623
360 3818 -11389
360 5944 13362
360 6072 -16654
360 7925 16744
361 3657 13595
361 5037 -2730
361 8805 -8458
362 2271 9927
362 4906 1471
362 5378 -2641
362 9237 -7015
363 2173 13195
363 2806 -19562
363 3850 -10516
363 6351 18331
363 6456 19770
364 1128 -4181
364 8819 -18689
364 9271 2671
365 1251 1062
365 6631 12080
366 372 -8640
366 6348 -5391
366 6784 -7568
366 8342 13444
367 5381 -7294
367 8766 -16141
368 7829 19404
368 9208 -2688
368 9359 -12518
369 1788 -15352
369 5034 -5882
369 5708 16602
370 3465 8295
370 5545 -4727
370 6969 7963
370 7400 -16645
370 9479 5229
371 3105 -6741
371 3417 -15157
371 6562 -2810
371 8622 4671
372 7388 -2282
372 9700 14500
373 2539 4644
373 5626 8006
373 5798 15400
373 9076 -1776
374 6693 3336
374 7345 -3695
375 1346 5154
375 3538 1441
375 6264 -1918
375 7532 -16680
375 8245 14842
375 9153 451
375 9306 10771
376 2945 -4423
376 8163 -16574
376 8972 -1131
377 548 -17987
377 916 -8110
377 1713 13808
377 8058 -1445
377 9396 950
378 5518 6818
378 5651 17965
378 6988 -16354
378 7607 -14377
378 9466 -14656
379 3571 1043
379 3864 8459
379 5163 3705
379 8754 -5347
380 2474 11394
380 4694 14234
380 5441 6978
380 6031 -2681
381 1417 14346
381 2223 -617
381 4232 -18968
381 4424 4719
382 2498 -17300
382 3215 -16325
382 7639 12047
382 8920 16125
383 3648 9627
383 6667 1937
384 3501 -15758
384 4631 17257
384 7027 -5600
384 7184 -18186
385 3634 14577
385 5187 -13311
385 6754 16541
385 7579 19096
386 2019 -10744
386 8597 -19869
387 5901 -7560
387 5990 4400
388 858 -16659
388 2810 -5057
388 7479 -5378
388 8402 -16937
388 9739 -13491
389 2525 2832
389 6440 -586
390 7692 -11017
390 9308 11494
391 1519 8731
391 1672 7294
391 3149 41
391 7210 -3005
391 7344 -15724
392 1934 -1642
392 2115 7630
392 2343 -19347
392 2814 -2936
392 4213 9344
392 8265 -6884
393 1441 -1076
393 6861 -12723
394 3766 -15749
394 9300 -7345
395 1769 3297
395 7415 -14489
396 1563 7772
396 6583 -10074
396 8427 9529
396 8989 -3596
397 1841 -7700
397 2663 5238
397 3244 3689
397 4168 8366
397 4815 2349
397 6035 7092
397 8313 16608
398 2837 -8066
398 6826 -4618
398 9597 5857
399 505 2746
399 3200 3270
399 4574 -10672
399 5588 -15248
399 5996 5550
400 2646 16560
400 6689 -11243
400 7664 5556
401 6303 -2949
401 8346 -13979
401 9152 -11456
402 826 -8070
403 1848 3554
403 2163 -9019
403 2198 -12547
403 2846 -4828
404 1354 7722
404 4908 7220
404 8671 -1377
405 1848 -11392
405 2693 -10636
405 2716 15535
405 8526 -12187
406 915 -19568
406 1100 -9741
406 2475 -6476
406 3044 16575
406 4287 6388
407 1672 2115
407 5675 4426
407 6968 -4641
408 8436 -4363
408 8912 -9845
409 693 -1888
409 2214 -4863
409 3615 289
409 3913 -8
410 3015 15780
410 3382 8900
410 4708 17084
410 5294 4338
410 7959 -10124
410 8507 11559
411 517 -19425
411 630 18996
411 7173 -4671
412 2069 -1377
412 2194 9634
412 4466 -269
412 4657 -7384
412 7076 -15492
412 9048 -17898
413 3141 -489
413 7864 -7546
413 8027 13783
